Driver,Trip,Time,Ax,Ay,Az,PitchRate,RollRate,YawRate,Pitch,Roll,Yaw,ImuTime
3,89,120,0.179007,-0.210623,9.873354,-0.5153705,0.1899869,-0.5015787,-1.029681,0.1764962,-172.0795,42.0857436571147
3,89,125,0.166974,-0.06343694,9.972141,-0.5444568,0.1492929,-0.3851237,-1.056348,0.1815189,-172.0988,42.1357449870114
3,89,130,0.1874401,0.02194723,9.944776,-0.5010464,0.57189,-0.3546875,-1.081336,0.2100198,-172.1166,42.1857463169081
3,89,135,0.1985563,0.018562,9.818506,-0.5732222,0.3152916,-0.4099223,-1.11016,0.2255895,-172.1372,42.2357476468048
3,89,140,0.1978919,0.03053745,9.721338,-0.7204176,-0.2486357,-0.6414911,-1.146151,0.2136277,-172.1694,42.2857489767016
3,89,145,0.1694433,0.01108001,9.800251,-0.8636123,-0.2257745,-0.8123094,-1.188194,0.2024792,-172.2102,42.3357503065983
3,89,150,0.1597957,-0.1087291,9.89541,-0.9173276,0.2311525,-0.7549171,-1.232374,0.210572,-172.248,42.385751636495
3,89,155,0.1759315,-0.2311478,9.856598,-0.8433923,0.4302927,-0.4103014,-1.273207,0.2246048,-172.2685,42.4357529663917
3,89,160,0.1586684,-0.08744937,9.857829,-0.415433,-0.3652635,-0.1256203,-1.292083,0.2028871,-172.2748,42.4857542962884
3,89,165,0.1981633,0.1024087,9.808718,-0.1537687,-0.9265779,-0.3282329,-1.29901,0.1591398,-172.2913,42.5357556261851
3,89,170,0.2057679,0.0930908,9.760062,-0.2737397,-0.4533799,-0.5534759,-1.312115,0.1391392,-172.319,42.5857569560819
3,89,175,0.2057575,-0.1241107,9.792522,-0.3035421,0.440565,-0.4765683,-1.326626,0.1572796,-172.3428,42.6357582859786
3,89,180,0.1949402,-0.2650938,9.812631,-0.4248733,0.6957927,-0.1668695,-1.346804,0.1835503,-172.351,42.6857596158753
3,89,185,0.182802,-0.1168566,9.890715,-0.4219869,0.2360592,-0.1066542,-1.366327,0.1910794,-172.3563,42.735760945772
3,89,190,0.1923513,0.09445795,9.873236,-0.3108115,0.1429859,-0.2872642,-1.38048,0.2003379,-172.3708,42.7857622756687
3,89,195,0.2072896,0.05077472,9.849809,-0.2711578,0.4776056,-0.291844,-1.39304,0.224929,-172.3854,42.8357636055654
3,89,200,0.2017725,-0.07318912,9.873511,-0.189062,0.4315774,-0.1867403,-1.40129,0.2433552,-172.3947,42.8857649354621
3,89,205,0.1934529,-0.09632067,9.859447,-0.1227785,0.2167001,-0.02976431,-1.405999,0.2501336,-172.3961,42.9357662653589
3,89,210,0.1985217,-0.03994838,9.8515,0.01193101,0.5489462,0.1238884,-1.404171,0.2748669,-172.3899,42.9857675952556
3,89,215,0.1758147,-0.0571926,9.847812,0.1217136,1.083309,0.1364855,-1.396235,0.3255416,-172.3829,43.0357689251523
