Driver,Trip,Time,Ax,Ay,Az,PitchRate,RollRate,YawRate,Pitch,Roll,Yaw,ImuTime
2,25,110,0.005541366,0.5412576,9.898463,1.112663,0.8652543,2.628822,-4.966895,-3.604754,-109.9892,37.2931951540746
2,25,115,0.02744519,0.4747796,9.727738,1.032679,1.102803,2.564848,-4.883946,-3.528791,-109.8666,37.3431959849353
2,25,120,0.1271102,0.3499408,9.469693,0.9815137,1.363156,2.32853,-4.808345,-3.443211,-109.7553,37.393196815796
2,25,125,0.2261477,0.4019219,9.406551,1.169265,0.8717334,2.276814,-4.727164,-3.38068,-109.647,37.4431976466566
2,25,130,0.2985679,0.4979616,9.553535,1.314977,0.164158,2.348233,-4.640795,-3.350684,-109.5358,37.4931984775173
2,25,135,0.3643963,0.539832,9.847054,1.071125,-0.8323756,2.22774,-4.568577,-3.368086,-109.43,37.543199308378
2,25,140,0.415274,0.4879128,9.993193,0.751084,-1.261642,1.971676,-4.514431,-3.406964,-109.336,37.5932001392387
2,25,145,0.427855,0.3667473,9.868594,0.6150216,-1.181617,1.917393,-4.468021,-3.445169,-109.2441,37.6432009700994
2,25,150,0.4476217,0.2700162,9.660273,0.5152802,-0.1643109,2.094744,-4.427224,-3.436402,-109.1427,37.6932018009601
2,25,155,0.4587329,0.2058381,9.601361,-0.1456561,0.6694211,2.02488,-4.42017,-3.387988,-109.0427,37.7432026318207
2,25,160,0.4469863,0.3673283,9.754998,-0.8627674,0.4042457,1.870475,-4.448679,-3.347597,-108.9486,37.7932034626814
2,25,165,0.3813398,0.5432258,10.01551,-0.6276929,-0.1836709,1.73064,-4.463359,-3.33055,-108.8627,37.8432042935421
2,25,170,0.348094,0.5497069,9.9529,-0.08275165,-0.7580047,1.565617,-4.450559,-3.341333,-108.7867,37.8932051244028
2,25,175,0.2971354,0.4317932,9.801296,0.0141529,-0.8091956,1.452133,-4.432148,-3.357824,-108.7163,37.9432059552635
2,25,180,0.2464117,0.2528684,9.889192,-0.112981,-0.01653807,1.498533,-4.418276,-3.340062,-108.6429,37.9932067861241
2,25,185,0.2087592,0.1110545,9.959049,-0.008942178,0.6159053,1.744172,-4.397375,-3.295866,-108.5571,38.0432076169848
2,25,190,0.2058065,0.3300676,9.841215,0.3881006,-0.1221746,1.752215,-4.357136,-3.282313,-108.4725,38.0932084478455
2,25,195,0.1867806,0.5094827,9.703574,0.4704356,-0.9680488,1.446359,-4.313654,-3.30465,-108.4038,38.1432092787062
2,25,200,0.1573492,0.4541251,9.725228,0.3669966,-1.605541,1.32882,-4.274894,-3.359698,-108.3406,38.1932101095669
2,25,205,0.1076892,0.2726023,9.868401,0.5756777,-1.324978,1.095095,-4.224792,-3.404624,-108.2893,38.2432109404275
2,25,210,0.04170394,0.02184468,10.01497,0.4896532,-0.3964626,0.9923989,-4.177211,-3.409801,-108.2425,38.2932117712882
2,25,215,0.01605832,0.02339573,9.885881,0.4199349,-0.3903964,1.154959,-4.13239,-3.415394,-108.1872,38.3432126021489
2,25,220,-0.01595011,0.2556581,9.741359,0.5160511,0.03050514,1.077205,-4.082644,-3.393141,-108.1366,38.3932134330096
2,25,225,-0.03291059,0.3233942,9.627284,0.5950561,0.1107801,0.7825633,-4.029863,-3.36412,-108.1011,38.4432142638703
2,25,230,-0.06813534,0.3469733,9.524232,0.9074104,-0.7128099,0.5820351,-3.96162,-3.37491,-108.0765,38.4932150947309
2,25,235,-0.07778683,0.2898368,9.533293,1.261086,-0.835997,0.5340305,-3.875951,-3.393156,-108.0552,38.5432159255916
2,25,240,-0.113966,0.1331505,9.68355,1.864079,-0.9268129,0.5306748,-3.759383,-3.41998,-108.0356,38.5932167564523
2,25,245,-0.159285,0.2058418,9.829096,2.64661,-1.288078,0.4882485,-3.60306,-3.461929,-108.0206,38.643217587313
2,25,250,-0.15765,0.150163,9.957488,2.478098,-0.3040555,0.5636935,-3.45545,-3.456311,-108.0014,38.6932184181737
2,25,255,-0.1336626,0.1356196,9.945755,1.448934,0.3040989,0.7179768,-3.359959,-3.421501,-107.9711,38.7432192490344
2,25,260,-0.1140599,0.2070121,9.779045,0.1979326,0.8746645,0.8644596,-3.327532,-3.357292,-107.9298,38.793220079895
2,25,265,-0.09721991,0.1582989,9.602596,-0.9206957,1.810164,0.8800437,-3.351622,-3.248811,-107.8844,38.8432209107557
2,25,270,-0.09937725,0.1341931,9.565444,-1.710032,1.870763,0.7720224,-3.415205,-3.138453,-107.8422,38.8932217416164
2,25,275,-0.1205114,0.2739577,9.782372,-1.798583,1.425451,0.7650876,-3.481994,-3.046414,-107.8005,38.9432225724771
2,25,280,-0.1593528,0.3395778,10.12766,-0.9189212,1.034615,0.7991498,-3.502972,-2.971844,-107.7597,38.9932234033378
2,25,285,-0.1648666,0.3745682,10.13555,0.3049613,0.6755235,0.7944999,-3.46293,-2.91428,-107.7223,39.0432242341984
2,25,290,-0.1572119,0.3744782,10.04088,1.121317,0.3955877,0.6936215,-3.383211,-2.870614,-107.6919,39.0932250650591
2,25,295,-0.1323949,0.3092565,9.808379,1.536588,0.1870045,0.6803477,-3.284429,-2.839641,-107.6631,39.1432258959198
2,25,300,-0.1224212,0.3261963,9.579262,1.67066,-0.2059273,0.8167597,-3.179817,-2.82851,-107.6276,39.1932267267805
2,25,305,-0.1220155,0.4817134,9.383429,1.674122,-0.9297146,0.8622099,-3.075761,-2.84924,-107.5902,39.2432275576412
2,25,310,-0.1553556,0.5558637,9.386862,1.874515,-0.7423663,0.8044127,-2.96138,-2.858124,-107.5562,39.2932283885019
2,25,315,-0.2216262,0.43134,9.849917,1.454139,0.4764956,1.247077,-2.864702,-2.810362,-107.4989,39.3432292193625
2,25,320,-0.2527601,0.465538,10.14811,0.7365418,1.324989,2.131055,-2.800784,-2.721379,-107.3955,39.3932300502232
2,25,325,-0.3205527,0.6692512,10.19352,-0.1630864,1.703419,2.486849,-2.779221,-2.608912,-107.2724,39.4432308810839
2,25,330,-0.3602433,0.9503198,9.907001,-1.013054,1.107179,2.693122,-2.799078,-2.519436,-107.1375,39.4932317119446
2,25,335,-0.3781253,1.132524,9.636374,-1.705188,0.123241,3.02314,-2.85258,-2.47536,-106.9848,39.5432325428053
