Driver,Trip,Time,Ax,Ay,Az,PitchRate,RollRate,YawRate,Pitch,Roll,Yaw,ImuTime
5,1,110,-2.124744,0.3744521,9.845754,0.2723379,0.3007848,1.481301,5.781241,-5.026611,-44.64685,36.4620221593436
5,1,115,-2.138402,0.3511509,9.680634,-0.6267847,0.5387677,1.282813,5.78982,-4.957697,-44.57637,36.5120215076638
5,1,120,-2.147625,0.3753479,9.563004,-1.355522,0.08420054,1.134184,5.762127,-4.911777,-44.51018,36.562020855984
5,1,125,-2.181403,0.4025334,9.62396,-1.442957,-0.5304459,0.9464733,5.730215,-4.896658,-44.45298,36.6120202043042
5,1,130,-2.219555,0.3126512,9.799041,-0.9851434,-0.5983751,0.7143133,5.720749,-4.888574,-44.40961,36.6620195526244
5,1,135,-2.249992,0.2204967,9.947805,-0.1937035,-0.6443077,0.6794097,5.750835,-4.885668,-44.37162,36.7120189009447
5,1,140,-2.278175,0.242534,10.0956,0.8308116,-1.073256,0.6400164,5.831749,-4.903712,-44.33985,36.7620182492649
5,1,145,-2.263736,0.2443283,10.23146,1.418515,-1.3973,0.3432538,5.939263,-4.939111,-44.32537,36.8120175975851
5,1,150,-2.228377,0.1758439,10.13358,1.390667,-1.237024,0.07467122,6.042926,-4.969967,-44.32441,36.8620169459053
5,1,155,-2.226833,0.1012181,9.915667,1.009672,-0.860155,0.01403855,6.12752,-4.984817,-44.32509,36.9120162942255
5,1,160,-2.270801,0.09321067,9.689733,0.7520945,-0.6458604,-0.06522397,6.200557,-4.990055,-44.32866,36.9620156425458
5,1,165,-2.320656,0.1054206,9.626104,0.7402596,-0.3740268,-0.2060202,6.273687,-4.982311,-44.3392,37.012014990866
5,1,170,-2.317726,0.1247677,9.651306,0.6726383,-0.2822159,-0.3687357,6.342236,-4.970271,-44.35749,37.0620143391862
5,1,175,-2.34595,0.164223,9.614595,0.4229201,-0.4817432,-0.3014647,6.399317,-4.966675,-44.37116,37.1120136875064
5,1,180,-2.428351,0.190398,9.559643,0.1739191,-0.920842,-0.278937,6.446457,-4.984082,-44.38251,37.1620130358266
5,1,185,-2.587392,0.2125469,9.929307,0.3623617,-1.489883,-0.391339,6.505617,-5.028837,-44.4001,37.2120123841469
5,1,190,-2.707787,0.1730096,10.37381,1.029024,-1.959186,-0.5544412,6.598765,-5.098002,-44.4288,37.2620117324671
5,1,195,-2.739595,0.0956898,10.19386,1.38984,-1.882516,-0.6143855,6.710484,-5.166336,-44.46241,37.3120110807873
5,1,200,-2.720569,0.00746789,9.836563,1.282189,-1.000589,-0.4736054,6.817519,-5.193192,-44.48887,37.3620104291075
5,1,205,-2.684144,-0.05080366,9.648903,0.9360403,-0.233494,-0.3399329,6.907025,-5.183039,-44.50729,37.4120097774277
5,1,210,-2.690788,-0.04415021,9.658178,0.5039617,-0.223007,-0.3226254,6.974924,-5.171885,-44.5228,37.4620091257479
5,1,215,-2.70762,0.03458953,9.741053,0.09503719,-0.3216327,-0.5473937,7.021428,-5.164316,-44.5474,37.5120084740682
5,1,220,-2.724216,0.06241756,9.837667,-0.2935766,-0.07591952,-0.7610265,7.047627,-5.14459,-44.58083,37.5620078223884
5,1,225,-2.735376,0.01674739,9.856133,-0.7563472,0.1489963,-0.7460209,7.051085,-5.114741,-44.6116,37.6120071707086
5,1,230,-2.753314,-0.002677919,9.863962,-0.9063437,0.04962901,-0.7765232,7.04746,-5.09064,-44.64333,37.6620065190288
5,1,235,-2.784213,0.0437406,9.848323,-0.6945897,-0.4662426,-0.901678,7.054766,-5.091878,-44.68215,37.712005867349
5,1,240,-2.815374,0.0657206,9.87631,-0.3819685,-0.6660435,-0.9484031,7.078111,-5.102798,-44.72461,37.7620052156693
5,1,245,-2.844631,0.01109466,9.963099,0.0300648,-0.6372828,-0.8531945,7.122672,-5.113281,-44.76429,37.8120045639895
5,1,250,-2.898844,-0.01490104,9.98689,0.5619615,-0.8871631,-0.9604141,7.194333,-5.137849,-44.81178,37.8620039123097
5,1,255,-2.965666,-0.03065697,9.900458,0.6765387,-0.7840403,-1.089413,7.272934,-5.1588,-44.86633,37.9120032606299
5,1,260,-3.031796,-0.1224394,9.83219,0.227762,-0.05875425,-1.202733,7.330503,-5.146991,-44.92488,37.9620026089501
5,1,265,-3.103087,-0.2179303,9.861556,-0.1991739,0.4197354,-1.586794,7.366863,-5.116419,-45.00115,38.0120019572704
5,1,270,-3.149899,-0.2103199,9.887245,-0.408954,0.4342695,-1.952977,7.392327,-5.087245,-45.09486,38.0620013055906
5,1,275,-3.179487,-0.1230533,9.873404,-0.5536395,0.6622692,-2.213323,7.410316,-5.045975,-45.20071,38.1120006539108
5,1,280,-3.215211,-0.0482907,9.886638,-0.4802448,1.015434,-2.451208,7.431893,-4.986717,-45.31859,38.162000002231
5,1,285,-3.248297,0.01201949,9.917553,-0.1249837,0.9434626,-2.483266,7.471811,-4.92995,-45.43946,38.2119993505512
5,1,290,-3.23088,0.07148243,9.817238,0.2641026,0.6560602,-2.360826,7.531324,-4.885805,-45.55571,38.2619986988715
5,1,295,-3.180184,0.06960551,9.625051,0.4526849,1.014416,-2.163086,7.600039,-4.823541,-45.66292,38.3119980471917
5,1,300,-3.169882,-0.04987897,9.636625,0.6222518,1.96095,-1.981004,7.677301,-4.717008,-45.7622,38.3619973955119
5,1,305,-3.16908,-0.07463096,9.917305,0.790881,1.584012,-1.866706,7.762097,-4.62928,-45.85643,38.4119967438321
5,1,310,-3.056385,0.1954958,10.10688,0.4491762,0.2965732,-1.919723,7.825504,-4.597978,-45.95076,38.4619960921523
5,1,315,-2.906049,0.3665706,10.06951,-0.5130849,0.1864281,-1.981009,7.836453,-4.567373,-46.04364,38.5119954404726
5,1,320,-2.751976,0.2172804,9.908644,-1.350186,0.526456,-1.847768,7.802526,-4.523413,-46.12719,38.5619947887928
5,1,325,-2.624518,0.04381552,9.807652,-1.735527,0.2545322,-1.51921,7.747685,-4.496043,-46.19349,38.611994137113
5,1,330,-2.530553,0.03555331,9.761336,-1.681875,-0.1406448,-1.322774,7.694038,-4.487449,-46.25022,38.6619934854332
5,1,335,-2.485257,0.1077508,9.735626,-1.361753,0.1139236,-1.400742,7.655039,-4.464792,-46.31188,38.7119928337534
5,1,340,-2.487489,0.144347,9.762961,-0.9440811,0.7195845,-1.557866,7.636339,-4.412208,-46.383,38.7619921820736
5,1,345,-2.526726,0.1277279,9.834608,-0.6498111,1.091201,-1.576485,7.633189,-4.342006,-46.45635,38.8119915303939
5,1,350,-2.58118,0.1147464,9.925427,-0.5215798,1.217625,-1.460833,7.638163,-4.265368,-46.5245,38.8619908787141
5,1,355,-2.600775,0.1586586,9.97724,-0.5067682,1.376734,-1.256884,7.645055,-4.178479,-46.58237,38.9119902270343
5,1,360,-2.592607,0.2086787,9.97349,-0.5134457,1.502188,-1.091599,7.652057,-4.083249,-46.63181,38.9619895753545
5,1,365,-2.570855,0.2361309,9.894248,-0.4349234,1.25136,-1.154855,7.662472,-4.000811,-46.68473,39.0119889236747
5,1,370,-2.519803,0.2797571,9.792292,-0.2460269,0.7068996,-1.206211,7.681027,-3.94525,-46.74081,39.061988271995
5,1,375,-2.450122,0.3135762,9.70772,-0.03636679,0.3520711,-1.144763,7.708462,-3.906509,-46.79445,39.1119876203152
5,1,380,-2.379204,0.2944824,9.675432,0.08034903,0.08841041,-0.9965333,7.740152,-3.880792,-46.84111,39.1619869686354
5,1,385,-2.305755,0.2743515,9.702754,0.2358499,-0.04707375,-0.7471135,7.778021,-3.860895,-46.87583,39.2119863169556
5,1,390,-2.223016,0.2658755,9.751877,0.3725843,0.04775768,-0.5594659,7.820537,-3.83535,-46.90157,39.2619856652758
5,1,395,-2.107406,0.2325842,9.792371,0.6091606,-0.1633778,-0.5854899,7.870997,-3.821643,-46.92953,39.3119850135961
5,1,400,-1.954034,0.2013516,9.80605,0.7412568,-0.5038998,-0.6038812,7.923209,-3.826051,-46.95896,39.3619843619163
5,1,405,-1.778973,0.1959159,9.80932,0.6546623,-0.5051033,-0.6374054,7.965669,-3.830875,-46.98979,39.4119837102365
5,1,410,-1.540949,0.1765728,9.804205,0.4272597,-0.3006682,-0.740713,7.989419,-3.826718,-47.02513,39.4619830585567
5,1,415,-1.174757,0.1525622,9.783683,0.2511983,-0.1798778,-0.5948101,7.994308,-3.816228,-47.05264,39.5119824068769
5,1,420,-0.6779906,0.1514649,9.761626,0.00362022,-0.113079,-0.4137683,7.973239,-3.801166,-47.07021,39.5619817551972
5,1,425,-0.1282752,0.1470001,9.762145,-0.5261817,-0.07459266,-0.3928722,7.910168,-3.783998,-47.08501,39.6119811035174
5,1,430,0.3603083,0.1325779,9.787235,-0.96663,-0.1755908,-0.3703152,7.811399,-3.771942,-47.09732,39.6619804518376
5,1,435,0.6668497,0.1268629,9.829395,-1.061909,-0.4305291,-0.278422,7.69966,-3.772024,-47.10475,39.7119798001578
5,1,440,0.6969814,0.117234,9.885431,-0.7579179,-0.608112,-0.2965465,7.602401,-3.781341,-47.11416,39.761979148478
5,1,445,0.466001,0.1060283,9.940125,-0.09169012,-0.3644876,-0.510869,7.544446,-3.780405,-47.13662,39.8119784967982
5,1,450,0.1345686,0.1109058,9.946341,0.611079,0.04284196,-0.6257443,7.530851,-3.760101,-47.16719,39.8619778451185
5,1,455,-0.1069416,0.1201881,9.887579,1.163772,0.2393021,-0.53445,7.552285,-3.729603,-47.19497,39.9119771934387
5,1,460,-0.1839965,0.1234219,9.812281,1.378209,0.2311321,-0.4760897,7.586984,-3.699435,-47.22049,39.9619765417589
5,1,465,-0.1158824,0.1315415,9.759181,1.234377,0.1982544,-0.5947152,7.612239,-3.671662,-47.25148,40.0119758900791
5,1,470,0.007474222,0.1373503,9.73803,0.9155096,0.1378282,-0.7062986,7.617708,-3.647515,-47.28702,40.0619752383993
5,1,475,0.1072252,0.1322417,9.755777,0.6869274,-0.02961474,-0.7487125,7.608724,-3.632114,-47.32398,40.1119745867196
5,1,480,0.1400002,0.1391692,9.803072,0.5713376,-0.180929,-0.7437149,7.592934,-3.62393,-47.36028,40.1619739350398
5,1,485,0.1205873,0.1480131,9.83392,0.7127584,-0.2127996,-0.6316377,7.585042,-3.616355,-47.39135,40.21197328336
5,1,490,0.08387402,0.1374139,9.832747,0.9232686,-0.05924702,-0.4377759,7.589315,-3.600289,-47.41338,40.2619726316802
5,1,495,0.05710443,0.1233199,9.814591,0.8565159,0.121318,-0.2481302,7.59169,-3.574485,-47.42572,40.3119719800004
5,1,500,0.04644482,0.1148331,9.798579,0.8075975,0.1417613,-0.1854288,7.592193,-3.547634,-47.43476,40.3619713283207
5,1,505,0.04041294,0.1144965,9.806595,0.8757985,-0.002760027,-0.3292678,7.595784,-3.529087,-47.45126,40.4119706766409
5,1,510,0.04760221,0.1275859,9.824712,0.8731828,-0.005243876,-0.4188834,7.598678,-3.510929,-47.47221,40.4619700249611
5,1,515,0.07262204,0.139186,9.817116,0.9633717,0.08321857,-0.4020406,7.605399,-3.488056,-47.49255,40.5119693732813
5,1,520,0.09481476,0.1378479,9.791739,1.029988,0.01921308,-0.3842429,7.614912,-3.468474,-47.51219,40.5619687216015
5,1,525,0.09254754,0.133817,9.791451,0.9356068,-0.09925283,-0.3323655,7.619916,-3.454619,-47.52893,40.6119680699218
5,1,530,0.07191397,0.1280479,9.81692,0.8301682,-0.04429344,-0.2794198,7.620316,-3.437826,-47.54271,40.661967418242
5,1,535,0.05718109,0.1206984,9.83132,0.7707413,-0.01255899,-0.2417572,7.618247,-3.419453,-47.55445,40.7119667665622
